model,hardware,prompt_size,batch_size,token_size,peak_power,average_power,prompt_time,token_time,e2e_time,tensor_parallel
llama2-70b,h100-80gb,512,8,128,0.0,0.0,433.1247549853288,31.436320212779677,4432.361125946045,4
llama2-70b,h100-80gb,512,8,128,0.0,0.0,450.02985396422446,31.29887976546178,4431.293725967407,4
llama2-70b,a100-80gb,512,16,128,1.03183125,0.6422,2892.581937951036,48.31309411143077,9041.130781173706,4
llama2-70b,a100-80gb,512,16,128,1.03183125,0.6422,2790.7753930194303,48.51813263564158,8965.197801589966,4
llama2-70b,a100-80gb,512,16,128,1.03183125,0.6422,3024.2106419755146,48.42070533296343,9186.091899871826,4
llama2-70b,a100-80gb,512,16,128,1.03183125,0.6422,2962.841642089188,49.18990012507621,9222.729206085203,4
llama2-70b,a100-80gb,512,16,128,1.03183125,0.6422,2757.307758089155,48.87728396744475,8977.344512939453,4
llama2-70b,h100-80gb,512,16,128,0.0,0.0,874.3454139912501,32.37138910120074,4996.20532989502,4
llama2-70b,h100-80gb,512,16,128,0.0,0.0,843.9508090377785,32.665109967237235,5002.893924713135,4
llama2-70b,h100-80gb,512,16,128,0.0,0.0,966.8746739625932,32.842764820203215,5148.420333862305,4
llama2-70b,h100-80gb,512,16,128,0.0,0.0,848.4794200048782,33.27402169312035,5084.643363952637,4
llama2-70b,h100-80gb,512,16,128,0.0,0.0,877.4649450206198,33.02880729489967,5082.400321960449,4
llama2-70b,a100-80gb,512,32,128,0.0,0.0,4731.098548974842,52.56291358515356,11519.643306732178,4
llama2-70b,a100-80gb,512,32,128,0.0,0.0,5129.755031084642,52.34534905097762,11801.321506500244,4
llama2-70b,a100-80gb,512,32,128,0.0,0.0,5515.413471963257,52.62224163170757,12221.731185913086,4
llama2-70b,a100-80gb,512,32,128,0.0,0.0,5321.139022009447,52.25380937253514,11980.404615402222,4
llama2-70b,a100-80gb,512,32,128,0.0,0.0,5131.725720013492,52.34418186179443,11802.609205245972,4
llama2-70b,h100-80gb,512,32,128,0.0,0.0,1701.0653999750502,36.82076102250996,6394.124269485474,4
llama2-70b,h100-80gb,512,32,128,0.0,0.0,1720.0140919885598,37.141824054520754,6454.375267028809,4
llama2-70b,h100-80gb,512,32,128,0.0,0.0,1750.4295670078136,36.91528290629343,6456.516981124878,4
llama2-70b,h100-80gb,512,32,128,0.0,0.0,1741.8135140324011,36.82757680914842,6435.887575149536,4
llama2-70b,h100-80gb,512,32,128,0.0,0.0,1726.0537210386246,36.88472518138221,6427.978992462158,4
llama2-70b,a100-80gb,512,64,128,0.0,0.0,10999.044802971184,72.2191690725795,20217.10753440857,4
llama2-70b,a100-80gb,512,64,128,0.0,0.0,10861.821708036588,72.9468416836934,20171.576499938965,4
llama2-70b,a100-80gb,512,64,128,0.0,0.0,10947.819818975404,73.92976886233477,20382.92956352234,4
llama2-70b,a100-80gb,512,64,128,0.0,0.0,10058.526767999863,73.55305804196364,19446.462392807007,4
llama2-70b,a100-80gb,512,64,128,0.0,0.0,11176.972090033814,71.13484918656869,20256.673574447632,4
llama2-70b,h100-80gb,512,64,128,0.0,0.0,3515.462455980014,51.05028112600447,10031.96096420288,4
llama2-70b,h100-80gb,512,64,128,0.0,0.0,3491.970314003993,52.4149907397209,10180.789232254028,4
llama2-70b,h100-80gb,512,64,128,0.0,0.0,3604.312779032625,51.41392206419332,10167.499303817747,4
llama2-70b,h100-80gb,512,64,128,0.0,0.0,3520.4732670099474,52.35591869045958,10199.1446018219,4
llama2-70b,h100-80gb,512,64,128,0.0,0.0,3529.387870046776,52.69820469213415,10255.337238311768,4
llama2-70b,a100-80gb,128,1,128,0.6415000000000001,0.5941937500000001,63.772354973480105,42.16473677936266,5420.995712280273,4
llama2-70b,a100-80gb,128,1,128,0.6415000000000001,0.5941937500000001,63.65380412898958,42.38752921947872,5449.124813079834,4
llama2-70b,a100-80gb,128,1,128,0.6415000000000001,0.5941937500000001,78.51960114203393,42.504167697561066,5478.740215301514,4
llama2-70b,a100-80gb,128,1,128,0.6415000000000001,0.5941937500000001,63.528517028316855,42.419229817437376,5452.949285507202,4
llama2-70b,a100-80gb,128,1,128,0.6415000000000001,0.5941937500000001,63.32005397416651,42.56692697939382,5471.460580825806,4
llama2-70b,h100-80gb,128,1,128,0.0,0.0,48.32024400820956,28.16802512544508,3628.6332607269287,4
llama2-70b,h100-80gb,128,1,128,0.0,0.0,49.157423025462776,28.46922190157755,3667.716503143311,4
llama2-70b,h100-80gb,128,1,128,0.0,0.0,49.08608901314437,28.326193073317118,3649.463653564453,4
llama2-70b,h100-80gb,128,1,128,0.0,0.0,49.52112800674513,28.53891513847533,3676.870822906494,4
llama2-70b,h100-80gb,128,1,128,0.0,0.0,48.36062202230096,28.360612845821965,3653.026819229126,4
llama2-70b,a100-80gb,256,1,128,0.8129,0.5897531250000001,78.39405490085483,42.17594286324236,5437.246799468994,4
llama2-70b,a100-80gb,256,1,128,0.8129,0.5897531250000001,78.59168807044625,42.44966930746445,5472.119092941284,4
llama2-70b,a100-80gb,256,1,128,0.8129,0.5897531250000001,78.66183412261307,42.16114978863322,5435.564756393433,4
llama2-70b,a100-80gb,256,1,128,0.8129,0.5897531250000001,78.57072888873518,42.12921538654216,5431.355237960815,4
llama2-70b,a100-80gb,256,1,128,0.8129,0.5897531250000001,78.45474290661514,42.44287204048707,5471.072435379028,4
llama2-70b,h100-80gb,256,1,128,0.0,0.0,59.511383005883545,30.0300567494302,3876.3444423675537,4
llama2-70b,h100-80gb,256,1,128,0.0,0.0,50.8664830122143,29.7795898930947,3835.883140563965,4
llama2-70b,h100-80gb,256,1,128,0.0,0.0,60.44706696411595,30.02527555016302,3876.64532661438,4
llama2-70b,h100-80gb,256,1,128,0.0,0.0,49.753700965084136,30.09479354533521,3874.767780303955,4
llama2-70b,h100-80gb,256,1,128,0.0,0.0,50.976584025193006,30.06956021587445,3872.691154479981,4
llama2-70b,a100-80gb,512,1,128,1.0023625,0.59930625,126.898329006508,44.31801987445261,5758.188962936401,4
llama2-70b,a100-80gb,512,1,128,1.0023625,0.59930625,127.50524305738509,44.61435683614274,5796.393632888794,4
llama2-70b,a100-80gb,512,1,128,1.0023625,0.59930625,126.96234090253712,44.99127213315173,5843.802213668823,4
llama2-70b,a100-80gb,512,1,128,1.0023625,0.59930625,127.21989187411964,45.2837126575205,5881.113052368164,4
llama2-70b,a100-80gb,512,1,128,1.0023625,0.59930625,126.85528001748024,45.5882500758116,5919.335126876831,4
llama2-70b,h100-80gb,512,1,128,0.0,0.0,59.55572199309245,29.762305037895818,3842.522621154785,4
llama2-70b,h100-80gb,512,1,128,0.0,0.0,59.71699999645352,29.26659482709081,3779.80637550354,4
llama2-70b,h100-80gb,512,1,128,0.0,0.0,59.61944203590974,29.738654877062828,3839.799880981445,4
llama2-70b,h100-80gb,512,1,128,0.0,0.0,59.7486529732123,29.54404005335321,3815.213203430176,4
llama2-70b,h100-80gb,512,1,128,0.0,0.0,59.2526649706997,29.7180637341418,3836.7788791656494,4
llama2-70b,a100-80gb,1024,1,128,1.00874375,0.5864375,226.6940400004387,44.8724243177585,5929.417133331299,4
llama2-70b,a100-80gb,1024,1,128,1.00874375,0.5864375,241.46855995059013,44.94842930924235,5953.64236831665,4
llama2-70b,a100-80gb,1024,1,128,1.00874375,0.5864375,228.42080611735585,44.517320105952656,5885.69974899292,4
llama2-70b,a100-80gb,1024,1,128,1.00874375,0.5864375,227.0148959942162,45.12215489851619,5960.99066734314,4
llama2-70b,a100-80gb,1024,1,128,1.00874375,0.5864375,227.0832119975239,45.234979190827005,5975.461721420288,4
llama2-70b,h100-80gb,1024,1,128,0.0,0.0,105.11213302379474,29.441454388681564,3848.381996154785,4
llama2-70b,h100-80gb,1024,1,128,0.0,0.0,105.67152698058636,29.058507516224847,3800.342559814453,4
llama2-70b,h100-80gb,1024,1,128,0.0,0.0,110.07588502252474,29.20395386951616,3823.5111236572266,4
llama2-70b,h100-80gb,1024,1,128,0.0,0.0,105.61160603538156,29.47774665305523,3853.6510467529297,4
llama2-70b,h100-80gb,1024,1,128,0.0,0.0,105.0990290241316,29.444067308121895,3848.553657531738,4
llama2-70b,a100-80gb,2048,1,128,1.0156875,0.5886125,402.2117049898952,44.982618655950766,6121.073722839356,4
llama2-70b,a100-80gb,2048,1,128,1.0156875,0.5886125,402.7616421226412,45.016592098986656,6125.882625579834,4
llama2-70b,a100-80gb,2048,1,128,1.0156875,0.5886125,403.3335389103741,45.30154739865872,6162.474155426025,4
llama2-70b,a100-80gb,2048,1,128,1.0156875,0.5886125,404.34797503985465,44.767674572003166,6095.693826675415,4
llama2-70b,a100-80gb,2048,1,128,1.0156875,0.5886125,403.8436240516603,44.49845881450657,6060.858964920044,4
llama2-70b,h100-80gb,2048,1,128,0.0,0.0,198.1834420002997,29.815513259771567,3991.6157722473145,4
llama2-70b,h100-80gb,2048,1,128,0.0,0.0,204.808646987658,29.64199595859157,3976.1672019958496,4
llama2-70b,h100-80gb,2048,1,128,0.0,0.0,200.7514139986597,29.88514058313912,4003.1075477600098,4
llama2-70b,h100-80gb,2048,1,128,0.0,0.0,200.2202799776569,29.809415000802503,3993.030786514282,4
llama2-70b,h100-80gb,2048,1,128,0.0,0.0,200.68066095700487,29.99957556713475,4017.067909240722,4
llama2-70b,a100-80gb,4096,1,128,1.04798125,0.5166499999999999,986.9211169425398,46.38588763993439,6889.695405960083,4
llama2-70b,a100-80gb,4096,1,128,1.04798125,0.5166499999999999,1006.4210260752589,46.22674214939668,6888.290643692017,4
llama2-70b,a100-80gb,4096,1,128,1.04798125,0.5166499999999999,957.4695779010652,46.27864721311828,6846.149921417236,4
llama2-70b,a100-80gb,4096,1,128,1.04798125,0.5166499999999999,932.3795270174742,46.52762861636386,6852.463483810425,4
llama2-70b,a100-80gb,4096,1,128,1.04798125,0.5166499999999999,965.1500550098716,46.37457280186936,5613.843679428101,4
llama2-70b,h100-80gb,4096,1,128,0.0,0.0,481.0185229871422,29.54607635487135,4248.860120773315,4
llama2-70b,h100-80gb,4096,1,128,0.0,0.0,463.0685630254448,29.594277141260086,4236.781120300293,4
llama2-70b,h100-80gb,4096,1,128,0.0,0.0,460.1682319771498,29.58432190518049,4232.366800308228,4
llama2-70b,h100-80gb,4096,1,128,0.0,0.0,463.4550479822792,29.61544023953217,4239.674806594849,4
llama2-70b,h100-80gb,4096,1,128,0.0,0.0,464.2754709930159,29.33796257013455,3412.7485752105717,4
llama2-70b,a100-80gb,8192,1,128,0.98399375,0.172475,2278.4513980150223,45.709765074393296,8113.87038230896,4
llama2-70b,a100-80gb,8192,1,128,0.98399375,0.172475,2215.5530960299075,46.18055345197245,8110.574960708618,4
llama2-70b,a100-80gb,8192,1,128,0.98399375,0.172475,2482.809548964724,46.082067211693904,8365.931272506714,4
llama2-70b,a100-80gb,8192,1,128,0.98399375,0.172475,2440.5419209506363,46.05910524461917,8319.600343704224,4
llama2-70b,a100-80gb,8192,1,128,0.98399375,0.172475,2249.493921874091,45.60659911234196,8071.246385574341,4
llama2-70b,h100-80gb,8192,1,128,0.0,0.0,907.6670769718476,29.39988477348064,4683.37607383728,4
llama2-70b,h100-80gb,8192,1,128,0.0,0.0,942.228629020974,29.799282740559576,4767.530679702759,4
llama2-70b,h100-80gb,8192,1,128,0.0,0.0,953.5816330462694,29.52718885806133,4748.109817504883,4
llama2-70b,h100-80gb,8192,1,128,0.0,0.0,956.4268209505826,29.718265939305912,4772.905588150024,4
llama2-70b,h100-80gb,8192,1,128,0.0,0.0,956.4788999850862,29.744439981566146,4774.42479133606,4
llama2-70b,a100-80gb,512,1,128,1.0023625,0.59930625,126.898329006508,44.31801987445261,5758.188962936401,4
llama2-70b,a100-80gb,512,1,128,1.0023625,0.59930625,127.50524305738509,44.61435683614274,5796.393632888794,4
llama2-70b,a100-80gb,512,1,128,1.0023625,0.59930625,126.96234090253712,44.99127213315173,5843.802213668823,4
llama2-70b,a100-80gb,512,1,128,1.0023625,0.59930625,127.21989187411964,45.2837126575205,5881.113052368164,4
llama2-70b,a100-80gb,512,1,128,1.0023625,0.59930625,126.85528001748024,45.5882500758116,5919.335126876831,4
llama2-70b,h100-80gb,512,1,128,0.0,0.0,59.55572199309245,29.762305037895818,3842.522621154785,4
llama2-70b,h100-80gb,512,1,128,0.0,0.0,59.71699999645352,29.26659482709081,3779.80637550354,4
llama2-70b,h100-80gb,512,1,128,0.0,0.0,59.61944203590974,29.738654877062828,3839.799880981445,4
llama2-70b,h100-80gb,512,1,128,0.0,0.0,59.7486529732123,29.54404005335321,3815.213203430176,4
llama2-70b,h100-80gb,512,1,128,0.0,0.0,59.2526649706997,29.7180637341418,3836.7788791656494,4
llama2-70b,a100-80gb,512,1,256,0.0,0.0,127.5784270837903,44.50684213444737,11481.783628463743,4
llama2-70b,a100-80gb,512,1,256,0.0,0.0,128.47541901282966,44.41492896271395,11459.129810333252,4
llama2-70b,a100-80gb,512,1,256,0.0,0.0,127.05995107535271,44.18193784715863,11397.942066192629,4
llama2-70b,a100-80gb,512,1,256,0.0,0.0,127.01679999008776,44.59061937032304,11501.900911331177,4
llama2-70b,a100-80gb,512,1,256,0.0,0.0,126.75316003151238,44.69450191694866,10723.372220993042,4
llama2-70b,h100-80gb,512,1,256,0.0,0.0,59.36281202593818,28.48043074790279,7327.466011047363,4
llama2-70b,h100-80gb,512,1,256,0.0,0.0,59.73166698822752,28.398261663695685,7306.672096252441,4
llama2-70b,h100-80gb,512,1,256,0.0,0.0,59.45910303853452,28.378130202683824,7301.256656646728,4
llama2-70b,h100-80gb,512,1,256,0.0,0.0,59.13425999460742,28.368059638887644,7298.289060592651,4
llama2-70b,h100-80gb,512,1,256,0.0,0.0,60.14856899855658,28.40376748970635,6796.959638595581,4
llama2-70b,a100-80gb,512,1,512,0.0,0.0,126.90537504386155,44.20070618381013,22721.185207366943,4
llama2-70b,a100-80gb,512,1,512,0.0,0.0,137.06765207462013,44.4410607791864,20364.744663238525,4
llama2-70b,a100-80gb,512,1,512,0.0,0.0,126.54569197911768,44.47984529013058,22863.23642730713,4
llama2-70b,a100-80gb,512,1,512,0.0,0.0,126.33882195223124,44.821170704876565,12636.217594146729,4
llama2-70b,a100-80gb,512,1,512,0.0,0.0,126.81676296051592,44.64950486325063,22949.992656707764,4
llama2-70b,h100-80gb,512,1,512,0.0,0.0,60.46427303226665,29.335336388456007,15060.797452926636,4
llama2-70b,h100-80gb,512,1,512,0.0,0.0,60.19116099923849,29.32421067798393,15054.578065872192,4
llama2-70b,h100-80gb,512,1,512,0.0,0.0,63.92879196209833,29.280370676561315,9527.930974960327,4
llama2-70b,h100-80gb,512,1,512,0.0,0.0,59.2860669712536,29.288889687806304,8441.70880317688,4
llama2-70b,h100-80gb,512,1,512,0.0,0.0,72.22921901848167,29.394321609764592,14455.483436584473,4
llama2-70b,a100-80gb,512,1,1024,0.0,0.0,126.94863497745246,44.02620057259611,30779.155254364014,4
llama2-70b,a100-80gb,512,1,1024,0.0,0.0,126.5348510351032,44.41883526371689,33051.892042160034,4
llama2-70b,a100-80gb,512,1,1024,0.0,0.0,127.02267896384,44.38352574853553,21660.57682037353,4
llama2-70b,a100-80gb,512,1,1024,0.0,0.0,127.92724196333438,44.34529825452158,25945.400953292847,4
llama2-70b,a100-80gb,512,1,1024,0.0,0.0,126.48087495472282,44.374980198521264,16151.585578918455,4
llama2-70b,h100-80gb,512,1,1024,0.0,0.0,69.48379403911531,29.329322479832594,6849.70235824585,4
llama2-70b,h100-80gb,512,1,1024,0.0,0.0,59.68949099769816,29.33389733881793,13268.769979476929,4
llama2-70b,h100-80gb,512,1,1024,0.0,0.0,59.31369098834693,29.371746632991684,18163.954973220825,4
llama2-70b,h100-80gb,512,1,1024,0.0,0.0,58.54990601073951,29.4600797911472,21843.63055229187,4
llama2-70b,h100-80gb,512,1,1024,0.0,0.0,59.561006957665086,29.32982629657905,29965.10648727417,4
llama2-70b,a100-80gb,512,1,2048,0.0,0.0,128.1822039745748,44.64587207780562,31211.870431900024,4
llama2-70b,a100-80gb,512,1,2048,0.0,0.0,127.8078390751034,44.49561493711322,33109.4753742218,4
llama2-70b,a100-80gb,512,1,2048,0.0,0.0,127.13581905700266,44.46895540519089,21701.97486877441,4
llama2-70b,a100-80gb,512,1,2048,0.0,0.0,127.13462195824832,44.51529473395173,26043.412446975708,4
llama2-70b,a100-80gb,512,1,2048,0.0,0.0,127.07305408548564,44.46493436123175,16184.477806091309,4
llama2-70b,h100-80gb,512,1,2048,0.0,0.0,59.51630399795249,29.124555927126774,6792.416095733643,4
llama2-70b,h100-80gb,512,1,2048,0.0,0.0,69.77253704098985,29.302762986885178,13264.897346496582,4
llama2-70b,h100-80gb,512,1,2048,0.0,0.0,59.08058997010812,29.32600656489527,18135.77175140381,4
llama2-70b,h100-80gb,512,1,2048,0.0,0.0,67.25921295583248,29.46765888961226,21857.767581939697,4
llama2-70b,h100-80gb,512,1,2048,0.0,0.0,59.71361097181216,29.368938513223988,30005.371809005737,4
llama2-70b,a100-80gb,512,1,4096,0.0,0.0,127.00937292538585,42.923082315380384,30011.260271072388,4
llama2-70b,a100-80gb,512,1,4096,0.0,0.0,126.97135901544245,43.18892662589377,32140.56897163391,4
llama2-70b,a100-80gb,512,1,4096,0.0,0.0,133.74478300102055,43.341585127972834,21161.83185577393,4
llama2-70b,a100-80gb,512,1,4096,0.0,0.0,126.6236490337178,43.47844390559436,25439.55421447754,4
llama2-70b,a100-80gb,512,1,4096,0.0,0.0,127.47213209513576,43.87308036266127,15971.408367156982,4
llama2-70b,h100-80gb,512,1,4096,0.0,0.0,60.411995043978095,29.80306989350054,6950.34122467041,4
llama2-70b,h100-80gb,512,1,4096,0.0,0.0,60.28489803429693,29.700635658292512,13434.38482284546,4
llama2-70b,h100-80gb,512,1,4096,0.0,0.0,67.03485100297257,29.7500771643668,18404.6950340271,4
llama2-70b,h100-80gb,512,1,4096,0.0,0.0,70.41489001130685,29.769381570770925,22083.65774154663,4
llama2-70b,h100-80gb,512,1,4096,0.0,0.0,59.881141991354525,29.798927756153887,30443.745136260983,4
llama2-70b,a100-80gb,512,1,8192,0.0,0.0,126.91213900689036,44.63968941896362,31206.57229423523,4
llama2-70b,a100-80gb,512,1,8192,0.0,0.0,127.04197701532394,44.78245718274568,33321.27094268799,4
llama2-70b,a100-80gb,512,1,8192,0.0,0.0,126.89009704627097,44.7389120310449,21832.728624343872,4
llama2-70b,a100-80gb,512,1,8192,0.0,0.0,126.76115694921464,44.92494496624898,26281.46386146545,4
llama2-70b,a100-80gb,512,1,8192,0.0,0.0,126.94975303020328,45.00702910132995,16380.001306533812,4
llama2-70b,h100-80gb,512,1,8192,0.0,0.0,59.89227001555264,29.40139162668644,6857.00798034668,4
llama2-70b,h100-80gb,512,1,8192,0.0,0.0,59.67757001053542,29.36749520621056,13284.65223312378,4
llama2-70b,h100-80gb,512,1,8192,0.0,0.0,59.97669999487698,29.468563499266292,18225.297689437863,4
llama2-70b,h100-80gb,512,1,8192,0.0,0.0,59.41764602903277,29.379983897228296,21786.21864318848,4
llama2-70b,h100-80gb,512,1,8192,0.0,0.0,60.37429900607094,29.362286204256037,30001.020193099976,4
llama2-70b,a100-80gb,512,1,128,0.748775,0.434925,94.41493987105788,44.8434887138584,5792.41418838501,8
llama2-70b,a100-80gb,512,1,128,0.748775,0.434925,94.31009995751084,44.78259826277009,5784.522294998169,8
llama2-70b,a100-80gb,512,1,128,0.748775,0.434925,103.8918630219996,44.85229566861971,5803.029537200928,8
llama2-70b,a100-80gb,512,1,128,0.748775,0.434925,92.83238695934416,45.09566396870834,5822.993755340576,8
llama2-70b,a100-80gb,512,1,128,0.748775,0.434925,93.17487897351384,44.995521637061096,5810.368776321411,8
llama2-70b,h100-80gb,512,1,128,0.0,0.0,54.47395599912852,29.761910550827967,3837.6717567443848,8
llama2-70b,h100-80gb,512,1,128,0.0,0.0,53.15982300089672,29.794271432658967,3840.522050857544,8
llama2-70b,h100-80gb,512,1,128,0.0,0.0,53.385632985737175,29.763395180760728,3836.827278137207,8
llama2-70b,h100-80gb,512,1,128,0.0,0.0,53.34229301661253,29.48888961416413,3801.809549331665,8
llama2-70b,h100-80gb,512,1,128,0.0,0.0,68.89664201298729,29.67986395705389,3841.404438018799,8
llama2-70b,a100-80gb,512,2,128,0.763065625,0.4280562499999999,165.71508499328047,44.68726581622531,5844.436168670654,8
llama2-70b,a100-80gb,512,2,128,0.763065625,0.4280562499999999,165.94118904322386,44.335823024872425,5800.017595291138,8
llama2-70b,a100-80gb,512,2,128,0.763065625,0.4280562499999999,169.7794779902324,44.481680362749344,5822.681903839111,8
llama2-70b,a100-80gb,512,2,128,0.763065625,0.4280562499999999,165.97955801989883,44.55858931554056,5828.601598739624,8
llama2-70b,a100-80gb,512,2,128,0.763065625,0.4280562499999999,165.90820695273578,44.56458104624024,5829.108476638794,8
llama2-70b,h100-80gb,512,2,128,0.0,0.0,76.86513697262853,30.40832406832052,3942.625999450684,8
llama2-70b,h100-80gb,512,2,128,0.0,0.0,76.88718801364303,30.385915290813628,3939.727067947388,8
llama2-70b,h100-80gb,512,2,128,0.0,0.0,77.81574002001435,30.261650697995474,3925.029039382935,8
llama2-70b,h100-80gb,512,2,128,0.0,0.0,76.29359897691756,29.71528428670855,3853.8687229156494,8
llama2-70b,h100-80gb,512,2,128,0.0,0.0,78.64471001084894,29.8787596847268,3876.800537109375,8
llama2-70b,a100-80gb,512,4,128,0.918678125,0.4377796875,291.9176130089909,45.79184104424469,6112.217903137207,8
llama2-70b,a100-80gb,512,4,128,0.918678125,0.4377796875,293.338694027625,45.93287816630515,6131.519079208374,8
llama2-70b,a100-80gb,512,4,128,0.918678125,0.4377796875,292.284392984584,45.83150245648933,6117.707252502441,8
llama2-70b,a100-80gb,512,4,128,0.918678125,0.4377796875,290.84334103390574,45.70988111938606,6100.73447227478,8
llama2-70b,a100-80gb,512,4,128,0.918678125,0.4377796875,292.3847489291802,45.63603298206938,6092.8990840911865,8
llama2-70b,h100-80gb,512,4,128,0.0,0.0,132.70017300965264,31.61157484076492,4152.240991592407,8
llama2-70b,h100-80gb,512,4,128,0.0,0.0,133.17716598976403,31.63913261983177,4156.068563461304,8
llama2-70b,h100-80gb,512,4,128,0.0,0.0,132.62956601101905,31.786187365376133,4174.335479736328,8
llama2-70b,h100-80gb,512,4,128,0.0,0.0,131.903350003995,31.953866841953516,4194.752216339111,8
llama2-70b,h100-80gb,512,4,128,0.0,0.0,132.6406899606809,31.988947685279943,4200.000047683716,8
llama2-70b,a100-80gb,512,8,128,0.971496875,0.433978125,754.2174890404567,46.35394594676089,6648.8213539123535,8
llama2-70b,a100-80gb,512,8,128,0.971496875,0.433978125,767.6181559218094,45.84484088865263,6597.36967086792,8
llama2-70b,a100-80gb,512,8,128,0.971496875,0.433978125,768.82716990076,46.46500311681898,6677.397012710571,8
llama2-70b,a100-80gb,512,8,128,0.971496875,0.433978125,758.2069489872083,47.06029101516905,6742.600202560425,8
llama2-70b,a100-80gb,512,8,128,0.971496875,0.433978125,773.6872690729797,46.789236561079896,6723.829030990601,8
llama2-70b,h100-80gb,512,8,128,0.0,0.0,380.8009849744849,31.634858253001287,4405.323505401611,8
llama2-70b,h100-80gb,512,8,128,0.0,0.0,364.4087449647486,33.036308699951135,4566.596746444702,8
llama2-70b,h100-80gb,512,8,128,0.0,0.0,371.6302980319597,32.628404015517525,4521.896600723267,8
llama2-70b,h100-80gb,512,8,128,0.0,0.0,371.262934000697,32.503755986837184,4505.544424057007,8
llama2-70b,h100-80gb,512,8,128,0.0,0.0,399.9695560196415,32.327669174923734,4512.124300003052,8
llama2-70b,a100-80gb,512,16,128,0.99524375,0.458421875,1973.7597790081052,50.43538324314896,8391.902208328247,8
llama2-70b,a100-80gb,512,16,128,0.99524375,0.458421875,2114.1403350047767,50.53152114805568,8544.471502304077,8
llama2-70b,a100-80gb,512,16,128,0.99524375,0.458421875,2052.1806209580973,50.54623415000649,8484.322547912598,8
llama2-70b,a100-80gb,512,16,128,0.99524375,0.458421875,2084.405110916123,50.27098263665213,8481.842994689941,8
llama2-70b,a100-80gb,512,16,128,0.99524375,0.458421875,2093.1687999982387,50.416476213314574,8508.763074874878,8
llama2-70b,h100-80gb,512,16,128,0.0,0.0,811.9281710241921,33.73505722174025,5106.389999389648,8
llama2-70b,h100-80gb,512,16,128,0.0,0.0,789.5543630002066,34.067781559580304,5126.460790634155,8
llama2-70b,h100-80gb,512,16,128,0.0,0.0,835.9088770230301,34.166309252879984,5185.381889343262,8
llama2-70b,h100-80gb,512,16,128,0.0,0.0,769.8971529607661,34.351575078340026,5142.549753189087,8
llama2-70b,h100-80gb,512,16,128,0.0,0.0,819.5260349893942,34.51292160128456,5212.7673625946045,8
llama2-70b,a100-80gb,512,32,128,0.0,0.0,3152.7517659123987,52.728330747657054,9872.84016609192,8
llama2-70b,a100-80gb,512,32,128,0.0,0.0,4170.946776983328,53.95667555496302,11046.804189682009,8
llama2-70b,a100-80gb,512,32,128,0.0,0.0,3524.54145392403,53.12508225393313,10295.119047164915,8
llama2-70b,a100-80gb,512,32,128,0.0,0.0,3608.7670150445774,52.98022214161951,10360.471487045288,8
llama2-70b,a100-80gb,512,32,128,0.0,0.0,3190.420235041529,53.01698394519401,9946.885108947754,8
llama2-70b,h100-80gb,512,32,128,0.0,0.0,1561.8926369934345,38.97073936436003,6529.082775115967,8
llama2-70b,h100-80gb,512,32,128,0.0,0.0,1554.0909809642471,38.61935059888303,6476.682424545288,8
llama2-70b,h100-80gb,512,32,128,0.0,0.0,1551.7261609784327,39.86861544118563,6633.005619049072,8
llama2-70b,h100-80gb,512,32,128,0.0,0.0,1547.3132450133562,38.57089223442819,6463.831186294556,8
llama2-70b,h100-80gb,512,32,128,0.0,0.0,1533.9969709748402,38.2633672112335,6411.1199378967285,8
llama2-70b,a100-80gb,512,64,128,0.0,0.0,8739.619401982054,70.15321798087281,17695.734977722168,8
llama2-70b,a100-80gb,512,64,128,0.0,0.0,7553.992661996745,73.11790203308965,16886.51728630066,8
llama2-70b,a100-80gb,512,64,128,0.0,0.0,6951.594059937634,71.6051476655572,16091.576337814333,8
llama2-70b,a100-80gb,512,64,128,0.0,0.0,7305.105916922912,72.00043887911936,16495.763301849365,8
llama2-70b,a100-80gb,512,64,128,0.0,0.0,7626.023374963552,69.4294439850551,16489.336252212524,8
llama2-70b,h100-80gb,512,64,128,0.0,0.0,2993.7750640092418,50.97455450372154,9501.822471618652,8
llama2-70b,h100-80gb,512,64,128,0.0,0.0,2914.4032479962334,50.16084560871447,9319.28563117981,8
llama2-70b,h100-80gb,512,64,128,0.0,0.0,2948.527942993678,50.67047215888174,9416.779279708862,8
llama2-70b,h100-80gb,512,64,128,0.0,0.0,2915.5159990186803,47.97164525554376,9040.988445281982,8
llama2-70b,h100-80gb,512,64,128,0.0,0.0,2936.3297179806978,50.159496852878746,9337.701082229614,8
llama2-70b,a100-80gb,128,1,128,0.4604625,0.435275,65.13794790953398,42.92021763665,5518.458604812622,8
llama2-70b,a100-80gb,128,1,128,0.4604625,0.435275,65.53922686725855,42.75312003730907,5497.581005096436,8
llama2-70b,a100-80gb,128,1,128,0.4604625,0.435275,65.34724007360637,43.119135846229874,5543.767929077148,8
llama2-70b,a100-80gb,128,1,128,0.4604625,0.435275,64.0853380318731,43.03125888805866,5531.137466430664,8
llama2-70b,a100-80gb,128,1,128,0.4604625,0.435275,65.37348916754127,43.39621505172058,5578.759670257568,8
llama2-70b,h100-80gb,128,1,128,0.0,0.0,59.82701695756987,29.87266007185672,3856.841564178467,8
llama2-70b,h100-80gb,128,1,128,0.0,0.0,48.39141695993021,29.83819087279785,3840.7275676727295,8
